numhits,legalStatus,contactCountry
1,non profit Association,PORTUGAL
1,non profit association,FRANCE
1,non profit association,SWITZERLAND
1,non profit association,BELGIUM
1,non profit international association,BELGIUM
2,non profit making association,BELGIUM
1,non profit making organisation,UNITED KINGDOM
1,non profit non-governmental organization,BELGIUM
1,non profit organisation,GERMANY
1,non profit organisation,SPAIN
2,non profit organisation,BELGIUM
1,non profit organisation,FRANCE
1,non profit organisation (under Belgium law),BELGIUM
1,non profit organisation - NGO,BELGIUM
1,non profit organisation/aisbl,BELGIUM
1,non profit professional association,FRANCE
1,non profit research organization,ITALY
1,non-available,SWITZERLAND
1,non-for-profit organization,BELGIUM
1,non-for-profit organization (association loi 1901),GERMANY
1,non-govermental organisation,BELGIUM
1,non-governmental organisarion,BULGARIA
1,non-governmental organisation,BELGIUM
1,non-governmental organisation,ITALY
1,non-governmental organisation / association of NGOs,DENMARK
1,non-governmental organization,SLOVAKIA
1,non-profit (501 c 3 tax status in the USA),UNITED STATES
1,non-profit Civil Society,FRANCE
1,non-profit association,AUSTRIA
1,non-profit association,BELGIUM
1,non-profit association,ITALY
1,non-profit association,UNITED KINGDOM
1,non-profit association,FRANCE
1,non-profit association (asbl),BELGIUM
1,non-profit association (e.V.),GERMANY
1,non-profit association / gemeinnütziger Verein,GERMANY
1,non-profit associatioon,BELGIUM
2,non-profit foundation,NETHERLANDS
1,non-profit foundation,GERMANY
1,non-profit international association,ITALY
1,non-profit making association,BELGIUM
3,non-profit organisation,GERMANY
2,non-profit organisation,BELGIUM
1,non-profit organisation,FRANCE
1,non-profit organisation,DENMARK
1,non-profit organisation,NETHERLANDS
1,non-profit organisation - civic association,CZECH REPUBLIC
1,non-profit organisation / association,GERMANY
1,non-profit organisation for public benefit,BULGARIA
1,non-profit organization,BELGIUM
1,non-profit research organisation,ITALY
1,non-profit under Belgian law (ONG),BELGIUM
1,non-profiting organization,ITALY
2,none,UNITED KINGDOM
1,none,GERMANY
1,none,SWEDEN
1,none,IRELAND
1,none,FRANCE
1,none (association of individuals without legal personality),AUSTRIA
1,none - NGO network without a separate legal entity.,BELGIUM
1,none - open working group connected via mailinglists,GERMANY
1,nonprofit organization,FRANCE
1,not apply,BRAZIL
1,not for profit,GERMANY
1,not for profit,BELGIUM
1,not for profit,ITALY
1,not for profit (charity),UNITED KINGDOM
1,not for profit association,FRANCE
1,not for profit company,UNITED KINGDOM
1,not for profit international association under Belgian law,BELGIUM
1,not for profit organisation,ITALY
1,not for profit organisation,GERMANY
1,not for profit organisation (ASBL),BELGIUM
1,not for profit under Belgian law (aisbl),BELGIUM
1,not-for-profit,UNITED KINGDOM
1,not-for-profit,BELGIUM
1,not-for-profit International Association (AISBL),BELGIUM
1,not-for-profit association in the medical and humanitarian field,SWITZERLAND
1,not-for-profit organization incorporated in Kansas and recognized by IRS as a 501(c)3 organization,UNITED STATES
1,not-for-profit/charity,UNITED KINGDOM
1,obhodná spoločnosť s ručením obmedzeným,SLOVAKIA
2,občanské sdružení,CZECH REPUBLIC
1,odv,ITALY
1,one-man business,NETHERLANDS
1,onlus,ITALY
1,open joint stock company,SERBIA
1,open network,NETHERLANDS
1,organisation,HUNGARY
1,organisation,SPAIN
2,organisation professionnelle,FRANCE
1,organizacja pozarządowa,POLAND
1,organization,"RUSSIA, FEDERATION OF"
1,"organization, private SME",ROMANIA
1,organizaţie neguvernamentală,ROMANIA
1,organizzazione cooperazione internazionale,ITALY
1,organizzazione non governativa,ITALY
1,osoba fizyczna,POLAND
1,"partner, ICODA European Affairs",BELGIUM
1,personne morale jouissant de la personnalité civile en vertu de la loi du 10 août 1991 sur la profession d'avocat,LUXEMBOURG
1,privat company,IRELAND
1,private,ITALY
1,private Stiftung,GERMANY
1,private company,BULGARIA
1,private company,FRANCE
1,private company,UNITED STATES
1,private company limited by guarantee,UNITED KINGDOM
1,private company limited by shares,UNITED KINGDOM
1,private company with limited liability,NETHERLANDS
1,private corporation,UNITED STATES
1,private institute,GERMANY
1,private join-stock company,UKRAINE
1,private limited,NETHERLANDS
1,private limited company,UNITED KINGDOM
1,private non formal adult training organisations,GREECE
1,private non profit research center,ITALY
1,private non profit umbrella organisation (NGO),BELGIUM
2,private university,IRELAND
1,privé,BELGIUM
1,professional association,CZECH REPUBLIC
1,professional association,FRANCE
1,professional organisation,BELGIUM
1,professionnal association,FRANCE
1,proffesional association,POLAND
1,profit organisation,GERMANY
1,project,BELGIUM
1,project cooperation between public sector entities,BELGIUM
1,propia,SPAIN
1,propia regulada por los Estatutos,SPAIN
1,"právnická osoba, jejíž poslání je upraveno zákonem č. 301/1992 Sb.",CZECH REPUBLIC
1,public,BELGIUM
1,public body (in-house company),ITALY
1,public body/international organization,HUNGARY
1,public corporation duly organized and existing by virtue of Republic Act 523,PHILIPPINES
1,public institution,SLOVAKIA
2,public limited company,DENMARK
1,public non-profit organisation,BELGIUM
1,public organization,ARGENTINA
1,public person,GERMANY
1,publiek,NETHERLANDS
1,publiek rechtelijk rechtspersoon,NETHERLANDS
1,publiekrechterlijk,NETHERLANDS
1,registered Association,GERMANY
1,registered Company,LUXEMBOURG
1,registered association,AUSTRIA
1,registered association,FINLAND
5,registered association,GERMANY
1,registered association,UNITED KINGDOM
1,registered association under german law,GERMANY
1,registered charity,UNITED KINGDOM
1,registered charity certified as eligible for support by Munich tax office (Germany),GERMANY
1,registered company,NETHERLANDS
1,registered company (S.P.R.L),BELGIUM
1,registered non-profit association,GERMANY
1,registered non-profit organisation in Germany (e.V.),GERMANY
1,registered scientific association (in Italy),ITALY
1,registered society,GERMANY
1,registered umbrella association for the automotive  specialty products aftermarket accessories industry,ITALY
1,registrated association,DENMARK
4,rekisteröity yhdistys,FINLAND
1,representation,BELGIUM
1,research institute,ROMANIA
1,rights for christian and minorities,SPAIN
1,s.a./n.v.,BELGIUM
1,s.a.s.,ITALY
1,s.c.r.l.,BELGIUM
2,s.p.r.l.,BELGIUM
4,s.r.l.,ITALY
1,s.r.l./ltd,ROMANIA
1,s.r.o.,CZECH REPUBLIC
1,sa,BELGIUM
1,sans objet,BELGIUM
1,sarl,FRANCE
1,sas,FRANCE
1,school,PORTUGAL
1,scrl (Belgian law),BELGIUM
1,sdružení právnických osob,CZECH REPUBLIC
1,section de l'Ambassade d'Italie,BELGIUM
1,self employed,BELGIUM
1,self-employed,NETHERLANDS
1,self-employed,BELGIUM
1,self-employed individual,FRANCE
1,self-employed individual,ITALY
1,selfemployed,GERMANY
1,si,EL SALVADOR
1,societa' a responsabilita' limitata,ITALY
1,societa' in nome collettivo,ITALY
1,societe anonyme,BELGIUM
1,società a responsabilità limitata,ITALY
1,società a responsabilità limitata (SRL),ITALY
1,società di capitale,ITALY
2,società per azioni,ITALY
1,società responsabilità limitata,ITALY
2,société anonyme,FRANCE
1,société anonyme,BELGIUM
1,société anonyme (SA),FRANCE
1,société anonyme d'economie mixte,FRANCE
1,société civile,FRANCE
1,société civile à but non lucratif,GREECE
1,société en Commandite par Actions,SPAIN
2,société en Commandite par Actions,FRANCE
1,sole proprietorship,NETHERLANDS
1,sp. z o.o.,POLAND
1,spa,ITALY
1,spanish citizen,SPAIN
1,společnost s ručením omezeným,CZECH REPUBLIC
14,sprl,BELGIUM
1,sprl bvba,BELGIUM
1,sprl de droit belge,BELGIUM
1,sprlu,BELGIUM
1,spółka akcyjna,POLAND
1,spółka z o.o.,POLAND
1,spółka z ograniczoną odpowiedzialnością,POLAND
1,srl,ROMANIA
2,srl,ITALY
1,stock company,CZECH REPUBLIC
1,stowarzyszenie/ NGO,POLAND
1,studio legale,ITALY
2,syndicat,FRANCE
1,syndicat agricole,FRANCE
1,syndicat national des producteurs de spectacles,FRANCE
2,syndicat professionnel,FRANCE
1,syndicat professionnel loi 1884,FRANCE
1,syndicat régi par la loi française de 1884,FRANCE
1,tehnic-science asociation,ROMANIA
2,trade association,GERMANY
1,trade organisation,FRANCE
1,trade union,UNITED KINGDOM
1,társadalmi szervezet,HUNGARY
1,unabhängige Berater und Sachverständige,GERMANY
1,unincorporated association,UNITED KINGDOM
1,unincorporated association,BELGIUM
1,union de syndicats professionnels,FRANCE
1,unlimited liability partnership,BELGIUM
1,unlimited partnership,HUNGARY
1,unregistered platform,FRANCE
1,verein,AUSTRIA
10,vereniging,NETHERLANDS
1,vereniging english: association,NETHERLANDS
2,vereniging zonder winstoogmerk,BELGIUM
1,vereniging zonder winstoogmerk (vzw) under Belgian law,BELGIUM
9,vzw,BELGIUM
1,vzw - asbl,BELGIUM
1,vzw / asbl,BELGIUM
1,vzwi,TURKEY
1,website,GREECE
1,without legal personality,GERMANY
1,working group,SPAIN
1,Öresundskomiteen,DENMARK
1,établissement public à caractère industriel et commercial,FRANCE
1,ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ (Α.Ε.),GREECE
1,ΜΚΟ,GREECE
1,Μη κερδοσκοπική,GREECE
1,"Μη κερδοσκοπική, Μη Κυβερνητική Οργάνωση (Μ.Κ.Ο.).",GREECE
1,Σωματείο,GREECE
1,НПО (NGO),BULGARIA
1,сдружение,BULGARIA
1,фондация,BULGARIA
1,юридическо лице с нестопанска цел в обществена полза,BULGARIA
1,“Association de Fait”,BELGIUM
1,"“PwC” is not a company or corporate. ""PwC"" refers to the network of member firms of PricewaterhouseCoopers International Limited (PwCIL). Each member firm is a separate legal entity and does not act as agent of PwCIL or any other member firm.",UNITED KINGDOM
1,"•internt ansatte repræsentanter og brancheforeninger, der er aktive inden for lobbyvirksomhed",DENMARK
